906000896049	2013	SO	"United Nations"	WFP	"Protracted Relief Ops"	"RECONSTRUCTION RELIEF AND REHABILITATION"	
906000896116	2013	SO	"United Nations"	WFP	"Protracted Relief Ops"	"BASIC LIFE SKILLS FOR YOUTH & ADULTS"	
906000896119	2013	ET	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Rural Electrification Project in Wolisso Area"	"RURAL ELECTRIFICATION PROJECT IN WOLISSO AREA"	"Total Project Amount (M US$) : 4.233 - BADEA Amount (M US$) : 3.6"
906000896156	2013	UG	"United Nations"	WFP	Development	"FOOD AID/FOOD SECURITY PROGRAMMES"	
906000896232	2013	CI	"United Nations"	WFP	"Protracted Relief Ops"	"PUBLIC SECTOR POLICY AND ADM. MANAGEMENT"	
906000896353	2013	MR	"United Nations"	WFP	"Protracted Relief Ops"	"EMERGENCY FOOD AID"	
906000896364	2013	ET	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Rural Electrification in 'Sawla - Key Afer'"	"RURAL ELECTRIFICATION IN 'SAWLA - KEY AFER'"	"Total Project Amount (M US$) : 43.89 - BADEA Amount (M US$) : 9"
906000896379	2013	MR	"OPEC Fund for International Development (OFID)"	ofid	"Aftout Es-Saheli Water Supply Project"	"AFTOUT ES-SAHELI WATER SUPPLY PROJECT"	
906000896385	2013	ML	"OPEC Fund for International Development (OFID)"	ofid	"Middle-Bani Plains Development Project"	"MIDDLE-BANI PLAINS DEVELOPMENT PROJECT"	
906000896430	2013	UG	"United Nations"	WFP	Development	"DISASTER PREVENTION AND PREPAREDNESS"	
906000896439	2013	CI	"United Nations"	UNPBF	"Support to the development of a national strategy for SSR in Cote d'Ivoire"	"SUPPORT TO THE DEVELOPMENT OF A NATIONAL STRATEGY FOR SSR IN COTE D'IVOIRE"	"PBF Emergency Window -W3"
906000896571	2013	CF	"United Nations"	UNPBF	"Prévention de recrutement, Démobilisation et Réintégration socio-économique des enfants associés aux forces et groupes armés et autres enfants et femmes vulnérables dans les zones de conflits"	"PRÉVENTION DE RECRUTEMENT, DÉMOBILISATION ET RÉINTÉGRATION SOCIO-ÉCONOMIQUE DES ENFANTS ASSOCIÉS AUX FORCES ET GROUPES ARMÉS"	"Comms Affected By Conflict"
906000896660	2013	CI	"United Nations"	UNPBF	"Projet d’appui au rétablissement de la sécurité, de l’autorité de l’Etat et de la cohésion social"	"PROJET D’APPUI AU RÉTABLISSEMENT DE LA SÉCURITÉ, DE L’AUTORITÉ DE L’ETAT ET DE LA COHÉSION SOCIAL"	"PBF Emergency Window -W3"
906000896683	2013	CF	"United Nations"	UNPBF	"STRENGTHENING THE SUPPLY OF JUDICIAL SERVICES AND FACILITATING ACCESS TO QUALITY JUSTICE"	"STRENGTHENING THE SUPPLY OF JUDICIAL SERVICES AND FACILITATING ACCESS TO QUALITY JUSTICE"	"Democratic Governance -W1"
906000896695	2013	UG	"United Nations"	WFP	"Protracted Relief Ops"	"FOOD AID/FOOD SECURITY PROGRAMMES"	
906000896805	2013	CI	"United Nations"	UNPBF	"Projet d’appui au rétablissement de la sécurité, de l’autorité de l’Etat et de la cohésion social"	"PROJET D’APPUI AU RÉTABLISSEMENT DE LA SÉCURITÉ, DE L’AUTORITÉ DE L’ETAT ET DE LA COHÉSION SOCIAL"	"PBF Emergency Window -W3"
906000896943	2013	ML	"OPEC Fund for International Development (OFID)"	ofid	"Ké-Macina Agricultural Rehabilitation Project"	"KÉ-MACINA AGRICULTURAL REHABILITATION PROJECT"	
906000896970	2013	CI	"United Nations"	UNPBF	"Projet d’appui au rétablissement de la sécurité, de l’autorité de l’Etat et de la cohésion social"	"PROJET D’APPUI AU RÉTABLISSEMENT DE LA SÉCURITÉ, DE L’AUTORITÉ DE L’ETAT ET DE LA COHÉSION SOCIAL"	"PBF Emergency Window -W3"
906000896988	2013	CF	"United Nations"	UNPBF	"Construction de casernes militaires et de brigades de la Gendarmerie nationale"	"CONSTRUCTION DE CASERNES MILITAIRES ET DE BRIGADES DE LA GENDARMERIE NATIONALE"	"Comms Affected By Conflict"
906000897036	2013	CI	"United Nations"	UNPBF	"Projet d’appui au rétablissement de la sécurité, de l’autorité de l’Etat et de la cohésion social"	"PROJET D’APPUI AU RÉTABLISSEMENT DE LA SÉCURITÉ, DE L’AUTORITÉ DE L’ETAT ET DE LA COHÉSION SOCIAL"	"PBF Emergency Window -W3"
906000897088	2013	TD	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Mamdi Polder"	"MAMDI POLDER"	
906000897107	2013	TD	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Mamdi Polder (AL)"	"MAMDI POLDER (AL)"	
906000897109	2013	CF	"United Nations"	UNPBF	"Construction de casernes militaires et de brigades de la Gendarmerie nationale"	"CONSTRUCTION DE CASERNES MILITAIRES ET DE BRIGADES DE LA GENDARMERIE NATIONALE"	"Security -W1"
906000897345	2013	TD	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Reclamation of 1000 hectares in Gouri Region"	"RECLAMATION OF 1000 HECTARES IN GOURI REGION"	"Total Project Amount (M US$) : 12 - BADEA Amount (M US$) : 9.58"
906000897282	2013	CF	"United Nations"	UNPBF	"Construction de deux Prisons modernes"	"CONSTRUCTION DE DEUX PRISONS MODERNES"	"Democratic Governance -W1"
906000897362	2013	SN	"United Nations"	WFP	Other	"SECTORS NOT SPECIFIED"	
906000897505	2013	SD	"United Nations"	WFP	"Emergency Operations"	"EMERGENCY FOOD AID"	
906000897572	2013	ER	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Technical assistance to the Ministry of Finance"	"TECHNICAL ASSISTANCE TO THE MINISTRY OF FINANCE"	"Amount (M US$) : 0.32"
906000897580	2013	CI	"United Nations"	UNPBF	"Projet d’appui au rétablissement de la sécurité, de l’autorité de l’Etat et de la cohésion social"	"PROJET D’APPUI AU RÉTABLISSEMENT DE LA SÉCURITÉ, DE L’AUTORITÉ DE L’ETAT ET DE LA COHÉSION SOCIAL"	"PBF Emergency Window -W3"
906000897762	2013	MR	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"THE NEW CAMPUS FOR NOUAKCHOTT UNIVERSITY"	"THE NEW CAMPUS FOR NOUAKCHOTT UNIVERSITY"	Social/Education
906000897771	2013	CI	"United Nations"	UNPBF	"Projet d’appui au rétablissement de la sécurité, de l’autorité de l’Etat et de la cohésion social"	"PROJET D’APPUI AU RÉTABLISSEMENT DE LA SÉCURITÉ, DE L’AUTORITÉ DE L’ETAT ET DE LA COHÉSION SOCIAL"	"PBF Emergency Window -W3"
906000897781	2013	BI	"United Arab Emirates"	ADFD	"Mosso Sugar Project"	"MOSSO SUGAR PROJECT"	
906000897802	2013	CI	"United Nations"	"Global Fund"	"Scaling up interventions to combat malaria in Cote d'Ivorie in the context of National reconstruction"	"SCALING UP INTERVENTIONS TO COMBAT MALARIA IN COTE D'IVORIE IN THE CONTEXT OF NATIONAL RECONSTRUCTION"	"Côte d’Ivoire is a country where Malaria is an endemic. Malaria is assessed as the foremost cause of morbidity and of mortality in the hospital. Pregnant women and children under five are most significantly affected populations. The Round 9 proposal supports the Strategic National Plan for 2006 to 2010 in scaling up Malaria interventions from 19 districts currently covered to the whole country and achieving universal access. The Program is implemented through the dual-track financing scheme by two Principal Recipients (PR). The activities undertaken by this PR include long-lasting insecticidal nets (LLIN) mass distribution campaign and information, education, and behavior change communication to support increased intermittent preventive therapy (IPT) and proper insecticide-treated net use."
906000897836	2013	CI	"United Nations"	WFP	"Protracted Relief Ops"	"PRIMARY EDUCATION"	
906000897839	2013	UG	"United Nations"	UNPBF	"Livelihoods and Local Economic Recovery"	"LIVELIHOODS AND LOCAL ECONOMIC RECOVERY"	"Youth Empower/Employ-W2"
906000897894	2013	CD	"United Nations"	UNPBF	"Soutiens à la sélection, à la formation et au déploiement de la Police Nationale Congolaise (PNC)"	"SOUTIENS À LA SÉLECTION, À LA FORMATION ET AU DÉPLOIEMENT DE LA POLICE NATIONALE CONGOLAISE (PNC)"	"Public Administration-W2"
906000897915	2013	CF	"United Nations"	UNPBF	"ACCÈS DES COMMUNAUTÉS RURALES AUX SERVICES FINANCIERS DE PROXIMITÉ"	"ACCÈS DES COMMUNAUTÉS RURALES AUX SERVICES FINANCIERS DE PROXIMITÉ"	"Comms Affected By Conflict"
906000897900	2013	UG	"International Monetary Fund (IMF)"	"IMF concessional"	"GENERAL BUDGET SUPPORT (SEMI-AGGREGATES)"	"GENERAL BUDGET SUPPORT (SEMI-AGGREGATES)"	"GENERAL BUDGET SUPPORT (SEMI-AGGREGATES)"
906000897918	2013	CF	"United Nations"	WFP	Development	"PRIMARY EDUCATION"	
906000897939	2013	SN	"OPEC Fund for International Development (OFID)"	ofid	"Madina-Pete Area Agricultural Development Project"	"MADINA-PETE AREA AGRICULTURAL DEVELOPMENT PROJECT"	
906000897956	2013	MR	"OPEC Fund for International Development (OFID)"	ofid	"Aftout Es-Saheli Water Supply Project (Phase II)"	"AFTOUT ES-SAHELI WATER SUPPLY PROJECT (PHASE II)"	
906000898041	2013	ET	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Rural Electrification (Wlkiti & Mota Regions)"	"RURAL ELECTRIFICATION (WLKITI & MOTA REGIONS)"	"See annex"
906000898103	2013	ML	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Bendiagara – Burkina Faso Border Road Third Part (Koro – Burkina Faso Border)"	"BENDIAGARA – BURKINA FASO BORDER ROAD THIRD PART (KORO – BURKINA FASO BORDER)"	
906000898133	2013	ER	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Construction of Radiotherapy Center Project"	"CONSTRUCTION OF RADIOTHERAPY CENTER PROJECT"	"Total Project Amount (M US$) : 6.175 - BADEA Amount (M US$) : 4.5"
906000898208	2013	NE	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Gouré-Djajiri' road: section 'Goudoumaria-Djajiri'."	"GOURÉ-DJAJIRI' ROAD: SECTION 'GOUDOUMARIA-DJAJIRI'."	
906000898210	2013	UG	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Small towns water supply and Sanitation"	"SMALL TOWNS WATER SUPPLY AND SANITATION"	"SMALL TOWNS WATER SUPPLY"
906000898205	2013	ET	"United Nations"	WFP	"Protracted Relief Ops"	"EMERGENCY FOOD AID"	
906000898217	2013	BI	"OPEC Fund for International Development (OFID)"	ofid	"Ntamba-Ndora Road Project"	"NTAMBA-NDORA ROAD PROJECT"	
906000898212	2013	BI	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"IMPROVEMENT OF CULTIVATION AND PROCESSING OF COFFEE"	"IMPROVEMENT OF CULTIVATION AND PROCESSING OF COFFEE"	"Agriculture/Land Reclamation"
906000898220	2013	MR	"OPEC Fund for International Development (OFID)"	ofid	"Livestock Development Project"	"LIVESTOCK DEVELOPMENT PROJECT"	
906000898245	2013	BI	"OPEC Fund for International Development (OFID)"	ofid	"Bubanza-Ntamba Road Project"	"BUBANZA-NTAMBA ROAD PROJECT"	
906000898292	2013	SN	"United Nations"	WFP	Development	"PRIMARY EDUCATION"	
906000898313	2013	CI	"United Nations"	"Global Fund"	"Scaling up of interventions to combat malaria in Cote d'Ivoire in the context of National Reconstruction"	"SCALING UP OF INTERVENTIONS TO COMBAT MALARIA IN COTE D'IVOIRE IN THE CONTEXT OF NATIONAL RECONSTRUCTION"	"Côte d’Ivoire is a country where malaria is an endemic. Malaria is assessed as the foremost cause of morbidity and of mortality in the hospital. Pregnant women and children under five are most significantly affected populations. The Round 9 proposal supports the Strategic National Plan for 2006 to 2010 in scaling up malaria interventions from 19 districts currently covered to the whole country and achieving universal access. The Program is implemented through the dual-track financing scheme by two Principal Recipients (PR). The activities undertaken by this PR include distribution of long-lasting insecticidal nets (LLIN), distribution of ACTS to health centers across all districts, information, education, and behavior change communication."
906000898338	2013	ML	"United Nations"	WFP	Development	"PRIMARY EDUCATION"	
906000898392	2013	ET	"OPEC Fund for International Development (OFID)"	ofid	"Azezo-Metema Road Project"	"AZEZO-METEMA ROAD PROJECT"	
906000898425	2013	ET	"OPEC Fund for International Development (OFID)"	ofid	"Gore - Gambella Road Project"	"GORE - GAMBELLA ROAD PROJECT"	
906000898434	2013	ER	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Genration and Distribution of Electricity (AL)"	"GENRATION AND DISTRIBUTION OF ELECTRICITY (AL)"	
906000898633	2013	BI	"OPEC Fund for International Development (OFID)"	ofid	"Kirundo-Gasenyi Road Project"	"KIRUNDO-GASENYI ROAD PROJECT"	
906000898654	2013	CI	"United Nations"	WFP	"Protracted Relief Ops"	"FOOD AID/FOOD SECURITY PROGRAMMES"	
906000898659	2013	SN	"United Nations"	WFP	"Protracted Relief Ops"	"PRIMARY EDUCATION"	
906000898662	2013	SN	"United Nations"	WFP	"Protracted Relief Ops"	"RECONSTRUCTION RELIEF AND REHABILITATION"	
906000898674	2013	SD	"United Nations"	UNPBF	"Empowering Women for Peace and Recovery"	"EMPOWERING WOMEN FOR PEACE AND RECOVERY"	"PBF Emergency Window -W3"
906000898695	2013	SD	"United Nations"	UNPBF	"Empowering Women for Peace and Recovery"	"EMPOWERING WOMEN FOR PEACE AND RECOVERY"	"PBF Emergency Window -W3"
906000898701	2013	NE	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Kandadji Dam"	"KANDADJI DAM"	"Total Project Amount (M US$) : 317.25 - BADEA Amount (M US$) : 10"
906000898800	2013	SN	"United Nations"	WFP	"Special Operations"	"RELIEF CO-ORDINATION; PROTECTION AND SUPPORT SERVICES"	
906000898797	2013	SN	"United Nations"	WFP	"Protracted Relief Ops"	"DISASTER PREVENTION AND PREPAREDNESS"	
906000898815	2013	MR	"OPEC Fund for International Development (OFID)"	ofid	"Rosso- Boghe Road Construction Project"	"ROSSO- BOGHE ROAD CONSTRUCTION PROJECT"	
906000898806	2013	NE	"OPEC Fund for International Development (OFID)"	ofid	"Water Resources Development Project"	"WATER RESOURCES DEVELOPMENT PROJECT"	
906000898818	2013	MR	"OPEC Fund for International Development (OFID)"	ofid	"Artisanal Fisheries Development Project (Phase II)"	"ARTISANAL FISHERIES DEVELOPMENT PROJECT (PHASE II)"	
906000898821	2013	ML	"United Nations"	WFP	Development	"RECONSTRUCTION RELIEF AND REHABILITATION"	
906000898848	2013	TD	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Support of the system of pastrol livestock"	"SUPPORT OF THE SYSTEM OF PASTROL LIVESTOCK"	"Total Project Amount (M US$) : 39 - BADEA Amount (M US$) : 9"
906000898826	2013	ML	"United Nations"	WFP	Development	"DISASTER PREVENTION AND PREPAREDNESS"	
906000898901	2013	SD	"OPEC Fund for International Development (OFID)"	ofid	"Rahad Scheme Rehabilitation Project"	"RAHAD SCHEME REHABILITATION PROJECT"	
906000898911	2013	SD	"OPEC Fund for International Development (OFID)"	ofid	"White Nile Sugar Project"	"WHITE NILE SUGAR PROJECT"	
906000898936	2013	TD	"OPEC Fund for International Development (OFID)"	ofid	"Education Support Project"	"EDUCATION SUPPORT PROJECT"	
906000899044	2013	TD	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Massaguet - N'Goura Road"	"MASSAGUET - N'GOURA ROAD"	"CONSTRUCTION ET BITUMAGE DE LA ROUTE."
906000899064	2013	SN	"International Monetary Fund (IMF)"	"IMF concessional"	"GENERAL BUDGET SUPPORT (SEMI-AGGREGATES)"	"GENERAL BUDGET SUPPORT (SEMI-AGGREGATES)"	"GENERAL BUDGET SUPPORT (SEMI-AGGREGATES)"
906000899078	2013	NE	"United Nations"	WFP	Development	"PRIMARY EDUCATION"	
906000899155	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Louga Sanitation (Phase II)"	"LOUGA SANITATION (PHASE II)"	"Total Project Amount (M US$) : 8.8 - BADEA Amount (M US$) : 4"
906000899157	2013	CI	"United Nations"	WFP	"Special Operations"	"RELIEF CO-ORDINATION; PROTECTION AND SUPPORT SERVICES"	
906000899310	2013	ET	"OPEC Fund for International Development (OFID)"	ofid	"Metu-Gore Road Project"	"METU-GORE ROAD PROJECT"	
906000899352	2013	CI	"United Nations"	UNPBF	"Appui à la restauration de l'ordre public et de l'autorité de l'Etat"	"APPUI À LA RESTAURATION DE L'ORDRE PUBLIC ET DE L'AUTORITÉ DE L'ETAT"	"Security -W2"
906000899349	2013	TD	"OPEC Fund for International Development (OFID)"	ofid	"Salamat Land Development Project"	"SALAMAT LAND DEVELOPMENT PROJECT"	
906000899532	2013	NE	"United Nations"	WFP	"Protracted Relief Ops"	"RECONSTRUCTION RELIEF AND REHABILITATION"	
906000899562	2013	TD	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Development of Fisheries"	"DEVELOPMENT OF FISHERIES"	"Développement de la pêche - Total Project Amount (M US$) : 26 - BADEA Amount (M US$) : 6.8"
906000899721	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Rural Water Supply in Centeral and Northern Regions"	"RURAL WATER SUPPLY IN CENTERAL AND NORTHERN REGIONS"	
906000899742	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Village and Pastrol Water Supply (Phase 2)"	"VILLAGE AND PASTROL WATER SUPPLY (PHASE 2)"	"HYDRAULICS PHASE II"
906000899750	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Anambe Agriculture Development"	"ANAMBE AGRICULTURE DEVELOPMENT"	
906000899773	2013	SN	"OPEC Fund for International Development (OFID)"	ofid	"Agricultural Value Chains Support Project"	"AGRICULTURAL VALUE CHAINS SUPPORT PROJECT"	
906000899786	2013	UG	"United Nations"	UNPBF	"Peacebuilding through Justice for All and Human Rights"	"PEACEBUILDING THROUGH JUSTICE FOR ALL AND HUMAN RIGHTS"	"Democratic Governance -W2"
906000899795	2013	RW	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Five Year Rural Development Programme (Mixed Farming in Bukasera - Gizaka)"	"FIVE YEAR RURAL DEVELOPMENT PROGRAMME (MIXED FARMING IN BUKASERA - GIZAKA)"	
906000899802	2013	RW	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Provision of an Arab Expert’s Services for the Support of Kigali Municipality (Arab Expert)"	"PROVISION OF AN ARAB EXPERT’S SERVICES FOR THE SUPPORT OF KIGALI MUNICIPALITY (ARAB EXPERT)"	"Amount (M US$) : 0.25"
906000899881	2013	CF	"United Nations"	WFP	"Protracted Relief Ops"	"FOOD AID/FOOD SECURITY PROGRAMMES"	
906000900066	2013	TD	"United Nations"	WFP	Development	"PRIMARY EDUCATION"	
906000900092	2013	NE	"United Nations"	WFP	"Special Operations"	"RELIEF CO-ORDINATION; PROTECTION AND SUPPORT SERVICES"	
906000900121	2013	UG	"United Nations"	UNPBF	"Peacebuilding through Justice for All and Human Rights"	"PEACEBUILDING THROUGH JUSTICE FOR ALL AND HUMAN RIGHTS"	"Democratic Governance -W2"
906000900136	2013	MR	"United Nations"	WFP	Development	"PRIMARY EDUCATION"	
906000900175	2013	SD	"OPEC Fund for International Development (OFID)"	ofid	"Northern Province Irrigation Rehabilitation Project Phase II"	"NORTHERN PROVINCE IRRIGATION REHABILITATION PROJECT PHASE II"	
906000900192	2013	MR	"United Nations"	WFP	Development	"FOOD AID/FOOD SECURITY PROGRAMMES"	
906000900189	2013	MR	"United Nations"	WFP	"Protracted Relief Ops"	"FOOD AID/FOOD SECURITY PROGRAMMES"	
906000900195	2013	ML	"United Nations"	WFP	"Special Operations"	"RELIEF CO-ORDINATION; PROTECTION AND SUPPORT SERVICES"	
906000900280	2013	LR	"United Nations"	"Global Fund"	"TUBERCULOSIS CONTROL"	"TUBERCULOSIS CONTROL"	
906000900334	2013	ET	"OPEC Fund for International Development (OFID)"	ofid	"Makenajo-Nejo Road Project"	"MAKENAJO-NEJO ROAD PROJECT"	
906000900631	2013	MR	"United Nations"	WFP	"Protracted Relief Ops"	"BASIC LIFE SKILLS FOR YOUTH & ADULTS"	
906000900670	2013	TD	"United Nations"	WFP	"Protracted Relief Ops"	"DISASTER PREVENTION AND PREPAREDNESS"	
906000900725	2013	TD	"United Nations"	WFP	"Protracted Relief Ops"	"RECONSTRUCTION RELIEF AND REHABILITATION"	
906000900774	2013	CF	"United Nations"	WFP	"Protracted Relief Ops"	"RECONSTRUCTION RELIEF AND REHABILITATION"	
906000900789	2013	BI	"United Nations"	WFP	"Protracted Relief Ops"	"EMERGENCY FOOD AID"	
906000900848	2013	ET	"OPEC Fund for International Development (OFID)"	ofid	"Nejo-Mendi Road Project"	"NEJO-MENDI ROAD PROJECT"	
906000900883	2013	ET	"OPEC Fund for International Development (OFID)"	ofid	"Nekemte Bedelle Road Project"	"NEKEMTE BEDELLE ROAD PROJECT"	
906000900962	2013	TD	"International Monetary Fund (IMF)"	"IMF concessional"	"GENERAL BUDGET SUPPORT (SEMI-AGGREGATES)"	"GENERAL BUDGET SUPPORT (SEMI-AGGREGATES)"	"GENERAL BUDGET SUPPORT (SEMI-AGGREGATES)"
906000900965	2013	TD	"United Nations"	WFP	"Special Operations"	"RELIEF CO-ORDINATION; PROTECTION AND SUPPORT SERVICES"	
906000900992	2013	CF	"International Monetary Fund (IMF)"	"IMF concessional"	"GENERAL BUDGET SUPPORT (SEMI-AGGREGATES)"	"GENERAL BUDGET SUPPORT (SEMI-AGGREGATES)"	"GENERAL BUDGET SUPPORT (SEMI-AGGREGATES)"
906000901017	2013	CF	"United Nations"	WFP	"Special Operations"	"RELIEF CO-ORDINATION; PROTECTION AND SUPPORT SERVICES"	
